Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39463211,6/15/18 0:35,6/15/18 1:45,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467,2735 BARNES AVENUE,BARNES AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 8:35,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 1:45,11 BRONX,2045120047,BRONX,1022001,254863,PHONE,Unspecified,BRONX,,,,,,,,40.86613394,-73.86351265,"(40.866133941212, -73.86351264857)"
39459473,6/15/18 0:36,6/15/18 1:26,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,540 WEST 165 STREET,WEST 165 STREET,MC KENNA SQUARE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 8:36,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 1:26,12 MANHATTAN,1021220084,MANHATTAN,1000802,244833,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83866978,-73.94018158,"(40.838669781633, -73.940181577288)"
39467338,6/15/18 0:37,6/15/18 1:27,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11360,15-91 209 STREET,209 STREET,15 ROAD,15 DRIVE,,,ADDRESS,BAYSIDE,,Precinct,Closed,6/15/18 8:37,The Police Department issued a summons in response to the complaint.,6/15/18 1:27,07 QUEENS,4058630554,QUEENS,1044346,224895,PHONE,Unspecified,QUEENS,,,,,,,,40.78375672,-73.78299381,"(40.78375671519, -73.782993805083)"
39458306,6/15/18 0:37,6/15/18 1:05,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11233,2129 ATLANTIC AVENUE,ATLANTIC AVENUE,MONACO PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:37,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:05,16 BROOKLYN,3015700038,BROOKLYN,1009513,185664,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6762455,-73.90892264,"(40.676245499908, -73.908922638317)"
39468024,6/15/18 0:39,6/15/18 0:46,NYPD,New York City Police Department,Illegal Parking,,Street/Sidewalk,11694,174 BEACH 102 STREET,BEACH 102 STREET,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,,,ADDRESS,ROCKAWAY PARK,,Precinct,Closed,6/15/18 8:39,The Police Department reviewed your complaint and provided additional information below.,6/15/18 0:46,14 QUEENS,4161747501,QUEENS,1033626,151591,PHONE,Unspecified,QUEENS,,,,,,,,40.58262085,-73.82224067,"(40.582620848546, -73.822240674771)"
39460502,6/15/18 0:40,6/15/18 1:42,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,80 SAINT NICHOLAS PLACE,SAINT NICHOLAS PLACE,WEST 153 STREET,EDGECOMBE AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 8:40,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,6/15/18 1:42,09 MANHATTAN,1020540075,MANHATTAN,1000679,241562,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82969206,-73.94063411,"(40.829692061839, -73.940634106855)"
39458941,6/15/18 0:41,6/15/18 2:00,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,100-25 67 DRIVE,67 DRIVE,AUSTIN STREET,BOOTH STREET,,,ADDRESS,FOREST HILLS,,Precinct,Closed,6/15/18 8:41,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 2:00,06 QUEENS,4031690063,QUEENS,1024963,203029,ONLINE,Unspecified,QUEENS,,,,,,,,40.72385072,-73.8531179,"(40.723850724808, -73.853117902533)"
39461881,6/15/18 0:41,6/15/18 1:36,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11221,28 MENAHAN STREET,MENAHAN STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:41,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 1:36,04 BROOKLYN,3033130009,BROOKLYN,1005846,191764,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69299831,-73.92212323,"(40.692998305709, -73.922123231008)"
39462946,6/15/18 0:42,6/15/18 0:55,NYPD,New York City Police Department,Noise - Residential,,Residential Building/House,11221,579 HART STREET,HART STREET,EVERGREEN AVENUE,MYRTLE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:42,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 0:55,04 BROOKLYN,3032160019,BROOKLYN,1004039,193337,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69732005,-73.92863478,"(40.697320049319, -73.928634782034)"
39459511,6/15/18 0:42,6/15/18 2:02,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,63 ADRIAN AVENUE,ADRIAN AVENUE,WEST 227 STREET,TERRACE VIEW AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 8:42,This complaint does not fall under the Police Department's jurisdiction.,6/15/18 2:02,08 BRONX,1022150276,MANHATTAN,1009001,258969,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.87744967,-73.91049846,"(40.877449669903, -73.910498461123)"
39461658,6/15/18 0:43,6/15/18 1:37,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10037,58 EAST 132 STREET,EAST 132 STREET,MADISON AVENUE,HARLEM RIVER DRIVE SB EN PRK AVE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 8:43,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:37,11 MANHATTAN,1017560039,MANHATTAN,1001764,234344,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80987861,-73.93673232,"(40.8098786065, -73.936732318356)"
39460414,6/15/18 0:43,6/15/18 1:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,697 EVERGREEN AVENUE,EVERGREEN AVENUE,COOPER STREET,MOFFAT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:43,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 1:20,04 BROOKLYN,3034400001,BROOKLYN,1009607,189349,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68635971,-73.90856989,"(40.686359713274, -73.908569886424)"
39458193,6/15/18 0:44,6/15/18 0:59,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,600 WEST 139 STREET,WEST 139 STREET,BROADWAY,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 8:44,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 0:59,09 MANHATTAN,1020870036,MANHATTAN,997085,239051,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82280604,-73.95362576,"(40.822806036955, -73.953625761334)"
39458195,6/15/18 0:44,6/15/18 0:48,NYPD,New York City Police Department,Noise - Commercial,,Store/Commercial,11106,32-03 BROADWAY,BROADWAY,32 STREET,33 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,6/15/18 8:44,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 0:48,01 QUEENS,4006140008,QUEENS,1005179,216737,MOBILE,Unspecified,QUEENS,,,,,,,,40.76154468,-73.92445081,"(40.761544680589, -73.924450812548)"
39460770,6/15/18 0:48,6/15/18 1:36,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10463,3755 HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,BEND,WEST 239 STREET,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 8:48,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 1:36,08 BRONX,2059040086,BRONX,1009196,263255,PHONE,Unspecified,BRONX,,,,,,,,40.88921285,-73.90977736,"(40.889212846348, -73.909777363456)"
39466861,6/15/18 0:51,6/15/18 2:18,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11216,305 HALSEY STREET,HALSEY STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:51,The Police Department responded to the complaint and determined that police action was not necessary.,6/15/18 1:03,03 BROOKLYN,3018410078,BROOKLYN,1000792,188083,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6829057,-73.94035736,"(40.682905697452, -73.9403573592)"
39465704,6/15/18 0:53,6/15/18 1:36,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,2162 CRESTON AVENUE,CRESTON AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 8:53,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:36,05 BRONX,2031620007,BRONX,1011177,250859,PHONE,Unspecified,BRONX,,,,,,,,40.85518383,-73.90266247,"(40.855183826857, -73.90266246959)"
39461910,6/15/18 0:55,6/15/18 2:21,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,181 HART STREET,HART STREET,TOMPKINS AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 8:55,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 1:08,03 BROOKLYN,3017680060,BROOKLYN,999712,192015,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69370008,-73.9442423,"(40.693700084887, -73.94424230418)"
39467337,6/15/18 1:00,6/15/18 1:50,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,446 WILSON AVENUE,WILSON AVENUE,PUTNAM AVENUE,CORNELIA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 9:00,The Police Department issued a summons in response to the complaint.,6/15/18 1:50,04 BROOKLYN,3033760039,BROOKLYN,1008417,191900,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69336495,-73.91285153,"(40.693364946903, -73.912851533242)"
39458282,6/15/18 1:01,6/15/18 1:49,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11101,,,,,40 AVENUE,10 STREET,INTERSECTION,LONG ISLAND CITY,,Precinct,Closed,6/15/18 9:01,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:49,01 QUEENS,,QUEENS,999667,215032,PHONE,Unspecified,QUEENS,,,,,,,,40.75687622,-73.94435185,"(40.756876222951, -73.944351850319)"
39465258,6/15/18 1:03,6/15/18 1:35,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3755 HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,BEND,WEST 239 STREET,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 9:03,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 1:35,08 BRONX,2059040086,BRONX,1009196,263255,PHONE,Unspecified,BRONX,,,,,,,,40.88921285,-73.90977736,"(40.889212846348, -73.909777363456)"
39465681,6/15/18 1:05,6/15/18 2:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11238,,,,,GATES AVENUE,WAVERLY AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,6/15/18 9:05,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 2:06,02 BROOKLYN,,BROOKLYN,993654,188635,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68443127,-73.96609284,"(40.684431273151, -73.966092842674)"
39465663,6/15/18 1:07,6/15/18 1:35,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10463,3755 HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,BEND,WEST 239 STREET,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 9:07,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 1:35,08 BRONX,2059040086,BRONX,1009196,263255,PHONE,Unspecified,BRONX,,,,,,,,40.88921285,-73.90977736,"(40.889212846348, -73.909777363456)"
39459541,6/15/18 1:08,6/15/18 1:35,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10471,,,,,BLACKSTONE AVENUE,WEST  239 STREET,INTERSECTION,BRONX,,Precinct,Closed,6/15/18 9:08,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 1:35,08 BRONX,,BRONX,1008728,263406,PHONE,Unspecified,BRONX,,,,,,,,40.8896286,-73.91146943,"(40.88962860412, -73.911469434173)"
39462376,6/15/18 1:09,6/15/18 2:42,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,38-40 10 STREET,10 STREET,BEND,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,6/15/18 9:09,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 1:53,01 QUEENS,4004750051,QUEENS,1000098,215555,PHONE,Unspecified,QUEENS,,,,,,,,40.75831096,-73.94279491,"(40.758310962082, -73.942794909796)"
39460655,6/15/18 1:10,6/15/18 1:35,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10010,510 EAST 23 STREET,EAST 23 STREET,ASSER LEVY PLACE,BEND,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 9:10,The Police Department responded to the complaint and determined that police action was not necessary.,6/15/18 1:35,06 MANHATTAN,1009780001,MANHATTAN,990851,207343,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73578282,-73.97618103,"(40.735782824842, -73.976181025498)"
39458299,6/15/18 1:13,6/15/18 1:58,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10472,1154 WARD AVENUE,WARD AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 9:13,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:58,09 BRONX,2037420026,BRONX,1018283,240824,PHONE,Unspecified,BRONX,,,,,,,,40.82761618,-73.87702618,"(40.827616175205, -73.87702617824)"
39458838,6/15/18 1:22,6/15/18 2:39,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,631 EAST 240 STREET,EAST 240 STREET,CARPENTER AVENUE,MATILDA AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,6/15/18 9:22,The Police Department issued a summons in response to the complaint.,6/15/18 2:38,12 BRONX,2050790003,BRONX,1024693,268314,PHONE,Unspecified,BRONX,,,,,,,,40.90304075,-73.85369862,"(40.90304075255, -73.853698616644)"
39463269,6/15/18 1:32,6/15/18 2:07,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,310 WEST 99 STREET,WEST 99 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 9:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 2:07,07 MANHATTAN,1018880031,MANHATTAN,991955,229770,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79733823,-73.97217166,"(40.797338233311, -73.972171655724)"
39459346,6/15/18 1:32,6/15/18 2:06,NYPD,New York City Police Department,Animal Abuse,Other,Residential Building/House,10037,10 EAST 138 STREET,EAST 138 STREET,5 AVENUE,HARLEM RIVER DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 9:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 2:06,11 MANHATTAN,1017600001,MANHATTAN,1002149,235946,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81427488,-73.93533727,"(40.814274877734, -73.935337270565)"
39464437,6/15/18 1:46,6/15/18 2:36,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,61 2 AVENUE,2 AVENUE,EAST 3 STREET,EAST 4 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,6/15/18 9:46,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 1:55,03 MANHATTAN,1004590031,MANHATTAN,987123,203749,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72592017,-73.98963463,"(40.725920171877, -73.989634633322)"
39463278,6/15/18 1:49,6/15/18 2:13,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11225,2100 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 9:49,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 2:13,09 BROOKLYN,3050260085,BROOKLYN,995071,179734,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65999841,-73.96099798,"(40.659998407531, -73.960997983209)"
39465801,6/15/18 1:54,6/15/18 2:20,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11213,927 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 9:54,The Police Department responded and upon arrival those responsible for the condition were gone.,6/15/18 2:19,08 BROOKLYN,,BROOKLYN,1000629,185100,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67471834,-73.94095231,"(40.674718342784, -73.940952309994)"
39461844,6/15/18 1:55,6/15/18 2:17,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,305 HALSEY STREET,HALSEY STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Closed,6/15/18 9:55,The Police Department responded to the complaint and determined that police action was not necessary.,6/15/18 2:03,03 BROOKLYN,3018410078,BROOKLYN,1000792,188083,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6829057,-73.94035736,"(40.682905697452, -73.9403573592)"
39460450,6/15/18 2:04,6/15/18 2:33,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10009,,,,,AVENUE C,EAST   16 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,6/15/18 10:04,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,6/15/18 2:32,06 MANHATTAN,,MANHATTAN,991234,205163,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72979897,-73.97480128,"(40.729798966505, -73.974801275521)"
39464254,6/15/18 2:07,6/15/18 2:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,41-52 149 STREET,149 STREET,BARCLAY AVENUE,SANFORD AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,6/15/18 10:07,The Police Department responded to the complaint and took action to fix the condition.,6/15/18 2:35,07 QUEENS,4050530062,QUEENS,1035401,216556,MOBILE,Unspecified,QUEENS,,,,,,,,40.76092469,-73.8153575,"(40.760924686156, -73.815357499233)"
39460737,6/15/18 2:09,6/15/18 2:36,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11414,102-36 1 STREET,1 STREET,102 STREET,104 STREET,,,ADDRESS,HOWARD BEACH,,Precinct,Closed,6/15/18 10:09,The Police Department responded to the complaint and determined that police action was not necessary.,6/15/18 2:14,10 QUEENS,4142391201,QUEENS,1031601,178099,MOBILE,Unspecified,QUEENS,,,,,,,,40.6553907,-73.82934497,"(40.655390703023, -73.829344972678)"
